PassengerId,Age,Fare,Sex,sibsp,Survived,Pclass,Embarked
159,28,8.6625,male,0,0,3,S
160,28,69.55,male,8,0,3,S
161,44,16.1,male,0,0,3,S
162,40,15.75,female,0,1,2,S
163,26,7.775,male,0,0,3,S
164,17,8.6625,male,0,0,3,S
165,1,39.6875,male,4,0,3,S
166,9,20.525,male,0,1,3,S
167,28,55,female,0,1,1,S
168,45,27.9,female,1,0,3,S
169,28,25.925,male,0,0,1,S
170,28,56.4958,male,0,0,3,S
171,61,33.5,male,0,0,1,S
172,4,29.125,male,4,0,3,Q
173,1,11.1333,female,1,1,3,S
174,21,7.925,male,0,0,3,S
175,56,30.6958,male,0,0,1,C
176,18,7.8542,male,1,0,3,S
177,28,25.4667,male,3,0,3,S
178,50,28.7125,female,0,0,1,C
179,30,13,male,0,0,2,S
180,36,0,male,0,0,3,S
181,28,69.55,female,8,0,3,S
182,28,15.05,male,0,0,2,C
183,9,31.3875,male,4,0,3,S
184,1,39,male,2,1,2,S
185,4,22.025,female,0,1,3,S
186,28,50,male,0,0,1,S
187,28,15.5,female,1,1,3,Q
188,45,26.55,male,0,1,1,S
189,40,15.5,male,1,0,3,Q
190,36,7.8958,male,0,0,3,S
191,32,13,female,0,1,2,S
192,19,13,male,0,0,2,S
193,19,7.8542,female,1,1,3,S
194,3,26,male,1,1,2,S
195,44,27.7208,female,0,1,1,C
196,58,146.5208,female,0,1,1,C
197,28,7.75,male,0,0,3,Q
198,42,8.4042,male,0,0,3,S
199,28,7.75,female,0,1,3,Q
200,24,13,female,0,0,2,S
201,28,9.5,male,0,0,3,S
202,28,69.55,male,8,0,3,S
203,34,6.4958,male,0,0,3,S
204,45.5,7.225,male,0,0,3,C
205,18,8.05,male,0,1,3,S
206,2,10.4625,female,0,0,3,S
207,32,15.85,male,1,0,3,S
208,26,18.7875,male,0,1,3,C
209,16,7.75,female,0,1,3,Q
210,40,31,male,0,1,1,C
211,24,7.05,male,0,0,3,S
212,35,21,female,0,1,2,S
213,22,7.25,male,0,0,3,S
214,30,13,male,0,0,2,S
215,28,7.75,male,1,0,3,Q
216,31,113.275,female,1,1,1,C
217,27,7.925,female,0,1,3,S
218,42,27,male,1,0,2,S
219,32,76.2917,female,0,1,1,C
220,30,10.5,male,0,0,2,S
221,16,8.05,male,0,1,3,S
222,27,13,male,0,0,2,S
223,51,8.05,male,0,0,3,S
224,28,7.8958,male,0,0,3,S
225,38,90,male,1,1,1,S
226,22,9.35,male,0,0,3,S
227,19,10.5,male,0,1,2,S
228,20.5,7.25,male,0,0,3,S
229,18,13,male,0,0,2,S
230,28,25.4667,female,3,0,3,S
231,35,83.475,female,1,1,1,S
232,29,7.775,male,0,0,3,S
233,59,13.5,male,0,0,2,S
234,5,31.3875,female,4,1,3,S
235,24,10.5,male,0,0,2,S
236,28,7.55,female,0,0,3,S
237,44,26,male,1,0,2,S
238,8,26.25,female,0,1,2,S
239,19,10.5,male,0,0,2,S
240,33,12.275,male,0,0,2,S
241,28,14.4542,female,1,0,3,C
242,28,15.5,female,1,1,3,Q
243,29,10.5,male,0,0,2,S
244,22,7.125,male,0,0,3,S
245,30,7.225,male,0,0,3,C
246,44,90,male,2,0,1,Q
247,25,7.775,female,0,0,3,S
248,24,14.5,female,0,1,2,S
249,37,52.5542,male,1,1,1,S
250,54,26,male,1,0,2,S
251,28,7.25,male,0,0,3,S
252,29,10.4625,female,1,0,3,S
253,62,26.55,male,0,0,1,S
254,30,16.1,male,1,0,3,S
255,41,20.2125,female,0,0,3,S
256,29,15.2458,female,0,1,3,C
257,28,79.2,female,0,1,1,C
258,30,86.5,female,0,1,1,S
259,35,512.3292,female,0,1,1,C
260,50,26,female,0,1,2,S
261,28,7.75,male,0,0,3,Q
262,3,31.3875,male,4,1,3,S
263,52,79.65,male,1,0,1,S
264,40,0,male,0,0,1,S
265,28,7.75,female,0,0,3,Q
266,36,10.5,male,0,0,2,S
267,16,39.6875,male,4,0,3,S
268,25,7.775,male,1,1,3,S
269,58,153.4625,female,0,1,1,S
270,35,135.6333,female,0,1,1,S
271,28,31,male,0,0,1,S
272,25,0,male,0,1,3,S
273,41,19.5,female,0,1,2,S
274,37,29.7,male,0,0,1,C
275,28,7.75,female,0,1,3,Q
276,63,77.9583,female,1,1,1,S
277,45,7.75,female,0,0,3,S
278,28,0,male,0,0,2,S
279,7,29.125,male,4,0,3,Q
280,35,20.25,female,1,1,3,S
281,65,7.75,male,0,0,3,Q
282,28,7.8542,male,0,0,3,S
283,16,9.5,male,0,0,3,S
284,19,8.05,male,0,1,3,S
285,28,26,male,0,0,1,S
286,33,8.6625,male,0,0,3,C
287,30,9.5,male,0,1,3,S
288,22,7.8958,male,0,0,3,S
289,42,13,male,0,1,2,S
290,22,7.75,female,0,1,3,Q
291,26,78.85,female,0,1,1,S
292,19,91.0792,female,1,1,1,C
293,36,12.875,male,0,0,2,C
294,24,8.85,female,0,0,3,S
295,24,7.8958,male,0,0,3,S
296,28,27.7208,male,0,0,1,C
297,23.5,7.2292,male,0,0,3,C
298,2,151.55,female,1,0,1,S
299,28,30.5,male,0,1,1,S
300,50,247.5208,female,0,1,1,C
301,28,7.75,female,0,1,3,Q
302,28,23.25,male,2,1,3,Q
303,19,0,male,0,0,3,S
304,28,12.35,female,0,1,2,Q
305,28,8.05,male,0,0,3,S
306,0.92,151.55,male,1,1,1,S
307,28,110.8833,female,0,1,1,C
308,17,108.9,female,1,1,1,C
309,30,24,male,1,0,2,C
310,30,56.9292,female,0,1,1,C
311,24,83.1583,female,0,1,1,C
312,18,262.375,female,2,1,1,C
313,26,26,female,1,0,2,S
314,28,7.8958,male,0,0,3,S
315,43,26.25,male,1,0,2,S
316,26,7.8542,female,0,1,3,S
317,24,26,female,1,1,2,S
318,54,14,male,0,0,2,S
319,31,164.8667,female,0,1,1,S
320,40,134.5,female,1,1,1,C
321,22,7.25,male,0,0,3,S
322,27,7.8958,male,0,0,3,S
323,30,12.35,female,0,1,2,Q
324,22,29,female,1,1,2,S
325,28,69.55,male,8,0,3,S
326,36,135.6333,female,0,1,1,C
327,61,6.2375,male,0,0,3,S
328,36,13,female,0,1,2,S
329,31,20.525,female,1,1,3,S
330,16,57.9792,female,0,1,1,C
331,28,23.25,female,2,1,3,Q
332,45.5,28.5,male,0,0,1,S
333,38,153.4625,male,0,0,1,S
334,16,18,male,2,0,3,S
335,28,133.65,female,1,1,1,S
336,28,7.8958,male,0,0,3,S
337,29,66.6,male,1,0,1,S
338,41,134.5,female,0,1,1,C
339,45,8.05,male,0,1,3,S
340,45,35.5,male,0,0,1,S
341,2,26,male,1,1,2,S
342,24,263,female,3,1,1,S
343,28,13,male,0,0,2,S
344,25,13,male,0,0,2,S
345,36,13,male,0,0,2,S
346,24,13,female,0,1,2,S
347,40,13,female,0,1,2,S
348,28,16.1,female,1,1,3,S
349,3,15.9,male,1,1,3,S
350,42,8.6625,male,0,0,3,S
351,23,9.225,male,0,0,3,S
352,28,35,male,0,0,1,S
353,15,7.2292,male,1,0,3,C
354,25,17.8,male,1,0,3,S
355,28,7.225,male,0,0,3,C
356,28,9.5,male,0,0,3,S
357,22,55,female,0,1,1,S
358,38,13,female,0,0,2,S
359,28,7.8792,female,0,1,3,Q
360,28,7.8792,female,0,1,3,Q
361,40,27.9,male,1,0,3,S
362,29,27.7208,male,1,0,2,C
363,45,14.4542,female,0,0,3,C
364,35,7.05,male,0,0,3,S
365,28,15.5,male,1,0,3,Q
366,30,7.25,male,0,0,3,S
367,60,75.25,female,1,1,1,C
368,28,7.2292,female,0,1,3,C
369,28,7.75,female,0,1,3,Q
370,24,69.3,female,0,1,1,C
371,25,55.4417,male,1,1,1,C
372,18,6.4958,male,1,0,3,S
373,19,8.05,male,0,0,3,S
374,22,135.6333,male,0,0,1,C
375,3,21.075,female,3,0,3,S
376,28,82.1708,female,1,1,1,C
377,22,7.25,female,0,1,3,S
378,27,211.5,male,0,0,1,C
379,20,4.0125,male,0,0,3,C
380,19,7.775,male,0,0,3,S
381,42,227.525,female,0,1,1,C
382,1,15.7417,female,0,1,3,C
383,32,7.925,male,0,0,3,S
384,35,52,female,1,1,1,S
385,28,7.8958,male,0,0,3,S
386,18,73.5,male,0,0,2,S
387,1,46.9,male,5,0,3,S
388,36,13,female,0,1,2,S
389,28,7.7292,male,0,0,3,Q
390,17,12,female,0,1,2,C
391,36,120,male,1,1,1,S
392,21,7.7958,male,0,1,3,S
393,28,7.925,male,2,0,3,S
394,23,113.275,female,1,1,1,C
395,24,16.7,female,0,1,3,S
396,22,7.7958,male,0,0,3,S
397,31,7.8542,female,0,0,3,S
398,46,26,male,0,0,2,S
399,23,10.5,male,0,0,2,S
400,28,12.65,female,0,1,2,S
401,39,7.925,male,0,1,3,S
402,26,8.05,male,0,0,3,S
403,21,9.825,female,1,0,3,S
404,28,15.85,male,1,0,3,S
405,20,8.6625,female,0,0,3,S
406,34,21,male,1,0,2,S
407,51,7.75,male,0,0,3,S
408,3,18.75,male,1,1,2,S
409,21,7.775,male,0,0,3,S
410,28,25.4667,female,3,0,3,S
411,28,7.8958,male,0,0,3,S
412,28,6.8583,male,0,0,3,Q
413,33,90,female,1,1,1,Q
414,28,0,male,0,0,2,S
415,44,7.925,male,0,1,3,S
416,28,8.05,female,0,0,3,S
417,34,32.5,female,1,1,2,S
418,18,13,female,0,1,2,S
419,30,13,male,0,0,2,S
420,10,24.15,female,0,0,3,S
421,28,7.8958,male,0,0,3,C
422,21,7.7333,male,0,0,3,Q
423,29,7.875,male,0,0,3,S
424,28,14.4,female,1,0,3,S
425,18,20.2125,male,1,0,3,S
426,28,7.25,male,0,0,3,S
427,28,26,female,1,1,2,S
428,19,26,female,0,1,2,S
429,28,7.75,male,0,0,3,Q
430,32,8.05,male,0,1,3,S
431,28,26.55,male,0,1,1,S
432,28,16.1,female,1,1,3,S
433,42,26,female,1,1,2,S
434,17,7.125,male,0,0,3,S
435,50,55.9,male,1,0,1,S
436,14,120,female,1,1,1,S
437,21,34.375,female,2,0,3,S
438,24,18.75,female,2,1,2,S
439,64,263,male,1,0,1,S
440,31,10.5,male,0,0,2,S
441,45,26.25,female,1,1,2,S
442,20,9.5,male,0,0,3,S
443,25,7.775,male,1,0,3,S
444,28,13,female,0,1,2,S
445,28,8.1125,male,0,1,3,S
446,4,81.8583,male,0,1,1,S
447,13,19.5,female,0,1,2,S
448,34,26.55,male,0,1,1,S
449,5,19.2583,female,2,1,3,C
450,52,30.5,male,0,1,1,S
451,36,27.75,male,1,0,2,S
452,28,19.9667,male,1,0,3,S
453,30,27.75,male,0,0,1,C
454,49,89.1042,male,1,1,1,C
455,28,8.05,male,0,0,3,S
456,29,7.8958,male,0,1,3,C
457,65,26.55,male,0,0,1,S
458,28,51.8625,female,1,1,1,S
459,50,10.5,female,0,1,2,S
460,28,7.75,male,0,0,3,Q
461,48,26.55,male,0,1,1,S
462,34,8.05,male,0,0,3,S
463,47,38.5,male,0,0,1,S
464,48,13,male,0,0,2,S
465,28,8.05,male,0,0,3,S
466,38,7.05,male,0,0,3,S
467,28,0,male,0,0,2,S
468,56,26.55,male,0,0,1,S
469,28,7.725,male,0,0,3,Q
470,0.75,19.2583,female,2,1,3,C
471,28,7.25,male,0,0,3,S
472,38,8.6625,male,0,0,3,S
473,33,27.75,female,1,1,2,S
474,23,13.7917,female,0,1,2,C
475,22,9.8375,female,0,0,3,S
476,28,52,male,0,0,1,S
477,34,21,male,1,0,2,S
478,29,7.0458,male,1,0,3,S
479,22,7.5208,male,0,0,3,S
480,2,12.2875,female,0,1,3,S
481,9,46.9,male,5,0,3,S
482,28,0,male,0,0,2,S
483,50,8.05,male,0,0,3,S
484,63,9.5875,female,0,1,3,S
485,25,91.0792,male,1,1,1,C
486,28,25.4667,female,3,0,3,S
487,35,90,female,1,1,1,S
488,58,29.7,male,0,0,1,C
489,30,8.05,male,0,0,3,S
490,9,15.9,male,1,1,3,S
491,28,19.9667,male,1,0,3,S
492,21,7.25,male,0,0,3,S
493,55,30.5,male,0,0,1,S
494,71,49.5042,male,0,0,1,C
495,21,8.05,male,0,0,3,S
496,28,14.4583,male,0,0,3,C
497,54,78.2667,female,1,1,1,C
498,28,15.1,male,0,0,3,S
499,25,151.55,female,1,0,1,S
500,24,7.7958,male,0,0,3,S
501,17,8.6625,male,0,0,3,S
502,21,7.75,female,0,0,3,Q
503,28,7.6292,female,0,0,3,Q
504,37,9.5875,female,0,0,3,S
505,16,86.5,female,0,1,1,S
506,18,108.9,male,1,0,1,C
507,33,26,female,0,1,2,S
508,28,26.55,male,0,1,1,S
509,28,22.525,male,0,0,3,S
510,26,56.4958,male,0,1,3,S
511,29,7.75,male,0,1,3,Q
512,28,8.05,male,0,0,3,S
513,36,26.2875,male,0,1,1,S
514,54,59.4,female,1,1,1,C
515,24,7.4958,male,0,0,3,S
516,47,34.0208,male,0,0,1,S
517,34,10.5,female,0,1,2,S
518,28,24.15,male,0,0,3,Q
519,36,26,female,1,1,2,S
520,32,7.8958,male,0,0,3,S
521,30,93.5,female,0,1,1,S
522,22,7.8958,male,0,0,3,S
523,28,7.225,male,0,0,3,C
524,44,57.9792,female,0,1,1,C
525,28,7.2292,male,0,0,3,C
526,40.5,7.75,male,0,0,3,Q
527,50,10.5,female,0,1,2,S
528,28,221.7792,male,0,0,1,S
529,39,7.925,male,0,0,3,S
530,23,11.5,male,2,0,2,S
531,2,26,female,1,1,2,S
532,28,7.2292,male,0,0,3,C
533,17,7.2292,male,1,0,3,C
534,28,22.3583,female,0,1,3,C
535,30,8.6625,female,0,0,3,S
536,7,26.25,female,0,1,2,S
537,45,26.55,male,0,0,1,S
538,30,106.425,female,0,1,1,C
539,28,14.5,male,0,0,3,S
540,22,49.5,female,0,1,1,C
541,36,71,female,0,1,1,S
542,9,31.275,female,4,0,3,S
543,11,31.275,female,4,0,3,S
544,32,26,male,1,1,2,S
545,50,106.425,male,1,0,1,C
546,64,26,male,0,0,1,S
547,19,26,female,1,1,2,S
548,28,13.8625,male,0,1,2,C
549,33,20.525,male,1,0,3,S
550,8,36.75,male,1,1,2,S
551,17,110.8833,male,0,1,1,C
552,27,26,male,0,0,2,S
553,28,7.8292,male,0,0,3,Q
554,22,7.225,male,0,1,3,C
555,22,7.775,female,0,1,3,S
556,62,26.55,male,0,0,1,S
557,48,39.6,female,1,1,1,C
558,28,227.525,male,0,0,1,C
559,39,79.65,female,1,1,1,S
560,36,17.4,female,1,1,3,S
561,28,7.75,male,0,0,3,Q
562,40,7.8958,male,0,0,3,S
563,28,13.5,male,0,0,2,S
564,28,8.05,male,0,0,3,S
565,28,8.05,female,0,0,3,S
566,24,24.15,male,2,0,3,S
567,19,7.8958,male,0,0,3,S
568,29,21.075,female,0,0,3,S
569,28,7.2292,male,0,0,3,C
570,32,7.8542,male,0,1,3,S
571,62,10.5,male,0,1,2,S
572,53,51.4792,female,2,1,1,S
573,36,26.3875,male,0,1,1,S
574,28,7.75,female,0,1,3,Q
575,16,8.05,male,0,0,3,S
576,19,14.5,male,0,0,3,S
577,34,13,female,0,1,2,S
578,39,55.9,female,1,1,1,S
579,28,14.4583,female,1,0,3,C
580,32,7.925,male,0,1,3,S
581,25,30,female,1,1,2,S
582,39,110.8833,female,1,1,1,C
583,54,26,male,0,0,2,S
584,36,40.125,male,0,0,1,C
585,28,8.7125,male,0,0,3,C
586,18,79.65,female,0,1,1,S
587,47,15,male,0,0,2,S
588,60,79.2,male,1,1,1,C
589,22,8.05,male,0,0,3,S
590,28,8.05,male,0,0,3,S
591,35,7.125,male,0,0,3,S
592,52,78.2667,female,1,1,1,C
593,47,7.25,male,0,0,3,S
594,28,7.75,female,0,0,3,Q
595,37,26,male,1,0,2,S
596,36,24.15,male,1,0,3,S
597,28,33,female,0,1,2,S
598,49,0,male,0,0,3,S
599,28,7.225,male,0,0,3,C
600,49,56.9292,male,1,1,1,C
601,24,27,female,2,1,2,S
602,28,7.8958,male,0,0,3,S
603,28,42.4,male,0,0,1,S
604,44,8.05,male,0,0,3,S
605,35,26.55,male,0,1,1,C
606,36,15.55,male,1,0,3,S
607,30,7.8958,male,0,0,3,S
608,27,30.5,male,0,1,1,S
609,22,41.5792,female,1,1,2,C
610,40,153.4625,female,0,1,1,S
611,39,31.275,female,1,0,3,S
612,28,7.05,male,0,0,3,S
613,28,15.5,female,1,1,3,Q
614,28,7.75,male,0,0,3,Q
615,35,8.05,male,0,0,3,S
616,24,65,female,1,1,2,S
617,34,14.4,male,1,0,3,S
618,26,16.1,female,1,0,3,S
619,4,39,female,2,1,2,S
620,26,10.5,male,0,0,2,S
621,27,14.4542,male,1,0,3,C
622,42,52.5542,male,1,1,1,S
623,20,15.7417,male,1,1,3,C
624,21,7.8542,male,0,0,3,S
625,21,16.1,male,0,0,3,S
626,61,32.3208,male,0,0,1,S
627,57,12.35,male,0,0,2,Q
628,21,77.9583,female,0,1,1,S
629,26,7.8958,male,0,0,3,S
630,28,7.7333,male,0,0,3,Q
631,80,30,male,0,1,1,S
632,51,7.0542,male,0,0,3,S
633,32,30.5,male,0,1,1,C
634,28,0,male,0,0,1,S
635,9,27.9,female,3,0,3,S
636,28,13,female,0,1,2,S
637,32,7.925,male,0,0,3,S
638,31,26.25,male,1,0,2,S
639,41,39.6875,female,0,0,3,S
640,28,16.1,male,1,0,3,S
641,20,7.8542,male,0,0,3,S
642,24,69.3,female,0,1,1,C
643,2,27.9,female,3,0,3,S
644,28,56.4958,male,0,1,3,S
645,0.75,19.2583,female,2,1,3,C
646,48,76.7292,male,1,1,1,C
647,19,7.8958,male,0,0,3,S
648,56,35.5,male,0,1,1,C
649,28,7.55,male,0,0,3,S
650,23,7.55,female,0,1,3,S
651,28,7.8958,male,0,0,3,S
652,18,23,female,0,1,2,S
653,21,8.4333,male,0,0,3,S
654,28,7.8292,female,0,1,3,Q
655,18,6.75,female,0,0,3,Q
656,24,73.5,male,2,0,2,S
657,28,7.8958,male,0,0,3,S
658,32,15.5,female,1,0,3,Q
659,23,13,male,0,0,2,S
660,58,113.275,male,0,0,1,C
661,50,133.65,male,2,1,1,S
662,40,7.225,male,0,0,3,C
663,47,25.5875,male,0,0,1,S
664,36,7.4958,male,0,0,3,S
665,20,7.925,male,1,1,3,S
666,32,73.5,male,2,0,2,S
667,25,13,male,0,0,2,S
668,28,7.775,male,0,0,3,S
669,43,8.05,male,0,0,3,S
670,28,52,female,1,1,1,S
671,40,39,female,1,1,2,S
672,31,52,male,1,0,1,S
673,70,10.5,male,0,0,2,S
674,31,13,male,0,1,2,S
675,28,0,male,0,0,2,S
676,18,7.775,male,0,0,3,S
677,24.5,8.05,male,0,0,3,S
678,18,9.8417,female,0,1,3,S
679,43,46.9,female,1,0,3,S
680,36,512.3292,male,0,1,1,C
681,28,8.1375,female,0,0,3,Q
682,27,76.7292,male,0,1,1,C
683,20,9.225,male,0,0,3,S
684,14,46.9,male,5,0,3,S
685,60,39,male,1,0,2,S
686,25,41.5792,male,1,0,2,C
687,14,39.6875,male,4,0,3,S
688,19,10.1708,male,0,0,3,S
689,18,7.7958,male,0,0,3,S
690,15,211.3375,female,0,1,1,S
691,31,57,male,1,1,1,S
692,4,13.4167,female,0,1,3,C
693,28,56.4958,male,0,1,3,S
694,25,7.225,male,0,0,3,C
695,60,26.55,male,0,0,1,S
696,52,13.5,male,0,0,2,S
697,44,8.05,male,0,0,3,S
698,28,7.7333,female,0,1,3,Q
699,49,110.8833,male,1,0,1,C
700,42,7.65,male,0,0,3,S
701,18,227.525,female,1,1,1,C
702,35,26.2875,male,0,1,1,S
703,18,14.4542,female,0,0,3,C
704,25,7.7417,male,0,0,3,Q
705,26,7.8542,male,1,0,3,S
706,39,26,male,0,0,2,S
707,45,13.5,female,0,1,2,S
708,42,26.2875,male,0,1,1,S
709,22,151.55,female,0,1,1,S
710,28,15.2458,male,1,1,3,C
711,24,49.5042,female,0,1,1,C
712,28,26.55,male,0,0,1,S
713,48,52,male,1,1,1,S
714,29,9.4833,male,0,0,3,S
715,52,13,male,0,0,2,S
716,19,7.65,male,0,0,3,S
717,38,227.525,female,0,1,1,C
718,27,10.5,female,0,1,2,S
719,28,15.5,male,0,0,3,Q
720,33,7.775,male,0,0,3,S
721,6,33,female,0,1,2,S
722,17,7.0542,male,1,0,3,S
723,34,13,male,0,0,2,S
724,50,13,male,0,0,2,S
725,27,53.1,male,1,1,1,S
726,20,8.6625,male,0,0,3,S
727,30,21,female,3,1,2,S
728,28,7.7375,female,0,1,3,Q
729,25,26,male,1,0,2,S
730,25,7.925,female,1,0,3,S
731,29,211.3375,female,0,1,1,S
732,11,18.7875,male,0,0,3,C
733,28,0,male,0,0,2,S
734,23,13,male,0,0,2,S
735,23,13,male,0,0,2,S
736,28.5,16.1,male,0,0,3,S
737,48,34.375,female,1,0,3,S
738,35,512.3292,male,0,1,1,C
739,28,7.8958,male,0,0,3,S
740,28,7.8958,male,0,0,3,S
741,28,30,male,0,1,1,S
742,36,78.85,male,1,0,1,S
743,21,262.375,female,2,1,1,C
744,24,16.1,male,1,0,3,S
745,31,7.925,male,0,1,3,S
746,70,71,male,1,0,1,S
747,16,20.25,male,1,0,3,S
748,30,13,female,0,1,2,S
749,19,53.1,male,1,0,1,S
750,31,7.75,male,0,0,3,Q
751,4,23,female,1,1,2,S
752,6,12.475,male,0,1,3,S
753,33,9.5,male,0,0,3,S
754,23,7.8958,male,0,0,3,S
755,48,65,female,1,1,2,S
756,0.67,14.5,male,1,1,2,S
757,28,7.7958,male,0,0,3,S
758,18,11.5,male,0,0,2,S
759,34,8.05,male,0,0,3,S
760,33,86.5,female,0,1,1,S
761,28,14.5,male,0,0,3,S
762,41,7.125,male,0,0,3,S
763,20,7.2292,male,0,1,3,C
764,36,120,female,1,1,1,S
765,16,7.775,male,0,0,3,S
766,51,77.9583,female,1,1,1,S
767,28,39.6,male,0,0,1,C
768,30.5,7.75,female,0,0,3,Q
769,28,24.15,male,1,0,3,Q
